"signal_cluster","representative_source_id","representative_trait","cluster_members","member_source_ids","p_for_fdr","nested_taxonomic_cluster","q_unique_signal_cluster","unique_cluster_denominator"
"trait_GCST90670746","GCST90670746","Gut microbiome species abundance (Ventricola sp900542445, GCA_900542445.1)",1,"GCST90670746",0.860441872079256,FALSE,1,225
"trait_GCST90671435","GCST90671435","Gut microbiome genus abundance (UMGS1071)",1,"GCST90671435",0.868304134617468,FALSE,1,225
"trait_GCST90671111","GCST90671111","Gut microbiome species presence (Ruminococcaceae hMGS.05315, )",1,"GCST90671111",0.876560248598682,FALSE,1,225
"trait_GCST90670494","GCST90670494","Gut microbiome species presence (Clostridium sp900540255, GCA_900540255.1)",1,"GCST90670494",0.881486297867219,FALSE,1,225
"trait_GCST90671365","GCST90671365","Gut microbiome genus abundance (Acutalibacter)",1,"GCST90671365",0.882200878477102,FALSE,1,225
"trait_GCST90670457","GCST90670457","Gut microbiome species presence (Parasutterella excrementihominis, GCF_000205025.1)",1,"GCST90670457",0.889475734214147,FALSE,1,225
"trait_GCST90671836","GCST90671836","Gut microbiome function abundance (Arabinose degradation, MF0014)",1,"GCST90671836",0.891754641377021,FALSE,1,225
"trait_GCST90670495","GCST90670495","Gut microbiome species abundance (Streptococcus thermophilus, GCF_010120595.1)",1,"GCST90670495",0.892239486956463,FALSE,1,225
"trait_GCST90670925","GCST90670925","Gut microbiome species presence (Copromonas sp900541255, GCA_018223415.1)",1,"GCST90670925",0.89432302838217,FALSE,1,225
"trait_GCST90670498","GCST90670498","Gut microbiome species presence (CAG-103 sp900757655, GCA_900757655.1)",1,"GCST90670498",0.906993636103803,FALSE,1,225
"trait_GCST90671051","GCST90671051","Gut microbiome species presence (Catenibacillus sp018369015, GCA_018369015.1)",1,"GCST90671051",0.909435009006983,FALSE,1,225
"trait_GCST90671373","GCST90671373","Gut microbiome genus abundance (Intestinibacter)",1,"GCST90671373",0.91875577863187,FALSE,1,225
"trait_GCST90671093","GCST90671093","Gut microbiome species presence (QAMM01 sp003150405, GCA_003150405.1)",1,"GCST90671093",0.919201273761159,FALSE,1,225
"trait_GCST90671490","GCST90671490","Gut microbiome genus abundance (Anaerotruncus)",1,"GCST90671490",0.92163988786761,FALSE,1,225
"trait_GCST90671486","GCST90671486","Gut microbiome genus presence (HGM11501)",1,"GCST90671486",0.922984553934689,FALSE,1,225
"trait_GCST90671718","GCST90671718","Gut microbiome family presence (HGM11501)",1,"GCST90671718",0.922984553934689,FALSE,1,225
"exact_8296253e8c80","GCST90671524","Gut microbiome genus abundance (Turicibacter)",3,"GCST90671524;GCST90671723;GCST90671781",0.925885488391665,TRUE,1,225
"trait_GCST90670761","GCST90670761","Gut microbiome species presence (UBA1417 sp900552925, GCA_900552925.1)",1,"GCST90670761",0.93629127699157,FALSE,1,225
"trait_GCST90671868","GCST90671868","Gut microbiome function abundance (Threonine degradation II, MF0050)",1,"GCST90671868",0.948143815031205,FALSE,1,225
"trait_GCST90670551","GCST90670551","Gut microbiome species presence (Enterocloster sp001517625, GCF_001517625.2)",1,"GCST90670551",0.94998250059806,FALSE,1,225
"trait_GCST90670700","GCST90670700","Gut microbiome species presence (Schaedlerella glycyrrhizinilytica A, GCF_015560805.1)",1,"GCST90670700",0.94998250059806,FALSE,1,225
"trait_GCST90670769","GCST90670769","Gut microbiome species presence (Coprobacillus cateniformis, GCF_009767585.1)",1,"GCST90670769",0.952748881646244,FALSE,1,225
"trait_GCST90671463","GCST90671463","Gut microbiome genus presence (Coprobacillus)",1,"GCST90671463",0.952748881646244,FALSE,1,225
"trait_GCST90670899","GCST90670899","Gut microbiome species presence (Dysosmobacter sp900544615, GCA_900544615.1)",1,"GCST90670899",0.958715112550042,FALSE,1,225
"trait_GCST90671190","GCST90671190","Gut microbiome species presence (Pauljensenia sp019425105, GCA_019425105.1)",1,"GCST90671190",0.95890699995158,FALSE,1,225
"trait_GCST90670588","GCST90670588","Gut microbiome species abundance (Faecalibacterium sp900539945, GCA_900539945.1)",1,"GCST90670588",0.96029833298552,FALSE,1,225
"trait_GCST90671483","GCST90671483","Gut microbiome genus presence (Egerieisoma)",1,"GCST90671483",0.96085465971081,FALSE,1,225
"trait_GCST90670400","GCST90670400","Gut microbiome species abundance (Ruminococcus B gnavus, GCF_008121495.1)",1,"GCST90670400",0.961076424130338,FALSE,1,225
"trait_GCST90671176","GCST90671176","Gut microbiome species abundance (Turicibacter bilis, GCF_024499055.1)",1,"GCST90671176",0.962389170752059,FALSE,1,225
"trait_GCST90671595","GCST90671595","Gut microbiome genus abundance (Pullichristensenella)",1,"GCST90671595",0.973900007029541,FALSE,1,225
"trait_GCST90670827","GCST90670827","Gut microbiome species presence (Merdimonas faecis, GCF_001754075.1)",1,"GCST90670827",0.97811374991681,FALSE,1,225
"trait_GCST90670372","GCST90670372","Gut microbiome species abundance (Bifidobacterium longum, GCF_000196555.1)",1,"GCST90670372",0.978808356794603,FALSE,1,225
"trait_GCST90671572","GCST90671572","Gut microbiome genus abundance (UMGS1766)",1,"GCST90671572",0.979670273997021,FALSE,1,225
"trait_GCST90670468","GCST90670468","Gut microbiome species presence (COE1 sp001916965, GCA_001916965.1)",1,"GCST90670468",0.984849251920984,FALSE,1,225
"trait_GCST90670806","GCST90670806","Gut microbiome species presence (Allisonella histaminiformans, GCF_900103425.1)",1,"GCST90670806",0.994751139689019,FALSE,1,225
"trait_GCST90670376","GCST90670376","Gut microbiome species abundance (Agathobacter faecis, GCF_001406815.1)",1,"GCST90670376",1,FALSE,1,225
"trait_GCST90670630","GCST90670630","Gut microbiome species presence (Clostridium sp001916075, GCF_014287815.1)",1,"GCST90670630",1,FALSE,1,225
"trait_GCST90670732","GCST90670732","Gut microbiome species presence (CAG-269 sp905213875, GCA_905213875.1)",1,"GCST90670732",1,FALSE,1,225
"trait_GCST90670757","GCST90670757","Gut microbiome species abundance (Limivivens sp900543575, GCA_018223435.1)",1,"GCST90670757",1,FALSE,1,225
"trait_GCST90670966","GCST90670966","Gut microbiome species presence (Caccousia avistercoris, GCA_018715025.1)",1,"GCST90670966",1,FALSE,1,225
"trait_GCST90671130","GCST90671130","Gut microbiome species abundance (Faecalibacterium longum, GCF_020687245.1)",1,"GCST90671130",1,FALSE,1,225
"trait_GCST90671386","GCST90671386","Gut microbiome genus abundance (Pauljensenia)",1,"GCST90671386",1,FALSE,1,225
"trait_GCST90671443","GCST90671443","Gut microbiome genus abundance (Egerieenecus)",1,"GCST90671443",1,FALSE,1,225
"trait_GCST90671543","GCST90671543","Gut microbiome genus presence (UMGS1783)",1,"GCST90671543",1,FALSE,1,225
"trait_GCST90671601","GCST90671601","Gut microbiome genus abundance (UMGS1623)",1,"GCST90671601",1,FALSE,1,225
"trait_GCST90671725","GCST90671725","Gut microbiome family presence (UMGS1783)",1,"GCST90671725",1,FALSE,1,225
"trait_GCST90671848","GCST90671848","Gut microbiome function abundance (Aspartate degradation I, MF0028)",1,"GCST90671848",1,FALSE,1,225
