"pair_id","dataset","source_id","trait","canonical_trait_id","tier","outcome_id","outcome_ancestry","analysis_role","effect_scale","harmonised_snps","pair_harmonisation_status","family","eligible","eligibility_frozen"
"reverse|GCST90670513","ed_2025_eur_reverse_exposure","GCST90670513","Gut microbiome species abundance (CAG-170 sp002404795, GCA_002404795.1)","taxon:cag-170 sp002404795","primary","GCST90670513","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670514","ed_2025_eur_reverse_exposure","GCST90670514","Gut microbiome species abundance (Bacteroides xylanisolvens, GCF_000210075.1)","taxon:bacteroides xylanisolvens","primary","GCST90670514","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670515","ed_2025_eur_reverse_exposure","GCST90670515","Gut microbiome species abundance (CAG-170 sp900545925, GCA_900545925.1)","taxon:cag-170 sp900545925","primary","GCST90670515","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670516","ed_2025_eur_reverse_exposure","GCST90670516","Gut microbiome species presence (Slackia A isoflavoniconvertens, GCF_003725955.1)","taxon:slackia a isoflavoniconvertens","primary","GCST90670516","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670517","ed_2025_eur_reverse_exposure","GCST90670517","Gut microbiome species presence (Ventricola sp900542395, GCA_900542395.1)","taxon:ventricola sp900542395","primary","GCST90670517","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670518","ed_2025_eur_reverse_exposure","GCST90670518","Gut microbiome species presence (51-20 sp001917175, GCA_001917175.1)","taxon:51-20 sp001917175","primary","GCST90670518","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670519","ed_2025_eur_reverse_exposure","GCST90670519","Gut microbiome species presence (CAG-273 sp003507395, GCA_003507395.1)","taxon:cag-273 sp003507395","primary","GCST90670519","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670520","ed_2025_eur_reverse_exposure","GCST90670520","Gut microbiome species abundance (Alistipes communis, GCF_006542665.1)","taxon:alistipes communis","primary","GCST90670520","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670521","ed_2025_eur_reverse_exposure","GCST90670521","Gut microbiome species presence (Scatocola faecipullorum, GCA_001917125.1)","taxon:scatocola faecipullorum","primary","GCST90670521","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670522","ed_2025_eur_reverse_exposure","GCST90670522","Gut microbiome species presence (CAG-245 sp000435175, GCA_000435175.1)","taxon:cag-245 sp000435175","primary","GCST90670522","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670523","ed_2025_eur_reverse_exposure","GCST90670523","Gut microbiome species abundance (Dysosmobacter welbionis, GCF_005121165.3)","taxon:dysosmobacter welbionis","primary","GCST90670523","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670524","ed_2025_eur_reverse_exposure","GCST90670524","Gut microbiome species abundance (Mediterraneibacter torques, GCF_000153925.1)","taxon:mediterraneibacter torques","primary","GCST90670524","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670525","ed_2025_eur_reverse_exposure","GCST90670525","Gut microbiome species abundance (Anaerostipes hadrus A, GCF_001404655.1)","taxon:anaerostipes hadrus a","primary","GCST90670525","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670526","ed_2025_eur_reverse_exposure","GCST90670526","Gut microbiome species presence (CAG-417 sp000432835, GCA_000432835.1)","taxon:cag-417 sp000432835","primary","GCST90670526","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670527","ed_2025_eur_reverse_exposure","GCST90670527","Gut microbiome species presence (Coprococcus sp000154245, GCA_020735665.1)","taxon:coprococcus sp000154245","primary","GCST90670527","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670528","ed_2025_eur_reverse_exposure","GCST90670528","Gut microbiome species abundance (Bacteroides cellulosilyticus, GCF_000158035.1)","taxon:bacteroides cellulosilyticus","primary","GCST90670528","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670529","ed_2025_eur_reverse_exposure","GCST90670529","Gut microbiome species presence (Butyribacter intestini, GCA_001414325.1)","taxon:butyribacter intestini","primary","GCST90670529","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670530","ed_2025_eur_reverse_exposure","GCST90670530","Gut microbiome species abundance (Parabacteroides merdae, GCA_025151215.1)","taxon:parabacteroides merdae","primary","GCST90670530","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670531","ed_2025_eur_reverse_exposure","GCST90670531","Gut microbiome species presence (Ellagibacter isourolithinifaciens, GCF_008831035.1)","taxon:ellagibacter isourolithinifaciens","primary","GCST90670531","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670532","ed_2025_eur_reverse_exposure","GCST90670532","Gut microbiome species abundance (Blautia A sp000436615, GCF_003461245.1)","taxon:blautia a sp000436615","primary","GCST90670532","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670533","ed_2025_eur_reverse_exposure","GCST90670533","Gut microbiome species presence (Onthocola B sp000437355, GCA_000437355.1)","taxon:onthocola b sp000437355","primary","GCST90670533","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670534","ed_2025_eur_reverse_exposure","GCST90670534","Gut microbiome species abundance (Acutalibacter ornithocaccae, GCA_000435395.1)","taxon:acutalibacter ornithocaccae","primary","GCST90670534","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670535","ed_2025_eur_reverse_exposure","GCST90670535","Gut microbiome species abundance (Bacteroides caccae, GCF_002222615.2)","taxon:bacteroides caccae","primary","GCST90670535","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670536","ed_2025_eur_reverse_exposure","GCST90670536","Gut microbiome species abundance (Blautia A faecis, GCF_020554845.1)","taxon:blautia a faecis","primary","GCST90670536","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670537","ed_2025_eur_reverse_exposure","GCST90670537","Gut microbiome species presence (Alistipes avistercoris, GCA_000434235.1)","taxon:alistipes avistercoris","primary","GCST90670537","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670538","ed_2025_eur_reverse_exposure","GCST90670538","Gut microbiome species presence (Faecalibacterium prausnitzii J, GCF_003287405.1)","taxon:faecalibacterium prausnitzii j","primary","GCST90670538","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670539","ed_2025_eur_reverse_exposure","GCST90670539","Gut microbiome species abundance (Gemmiger sp900539695, GCA_900539695.1)","taxon:gemmiger sp900539695","primary","GCST90670539","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670540","ed_2025_eur_reverse_exposure","GCST90670540","Gut microbiome species presence (CAG-302 sp900543825, GCA_900543825.1)","taxon:cag-302 sp900543825","primary","GCST90670540","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670541","ed_2025_eur_reverse_exposure","GCST90670541","Gut microbiome species presence (CAZU01 sp000432275, GCA_000432275.1)","taxon:cazu01 sp000432275","primary","GCST90670541","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670542","ed_2025_eur_reverse_exposure","GCST90670542","Gut microbiome species abundance (Phocaeicola dorei, GCF_013009555.1)","taxon:phocaeicola dorei","primary","GCST90670542","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670543","ed_2025_eur_reverse_exposure","GCST90670543","Gut microbiome species presence (CAG-533 sp000434495, GCA_900547775.1)","taxon:cag-533 sp000434495","primary","GCST90670543","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670544","ed_2025_eur_reverse_exposure","GCST90670544","Gut microbiome species abundance (Dorea A longicatena B, GCF_024168045.1)","taxon:dorea a longicatena b","primary","GCST90670544","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670545","ed_2025_eur_reverse_exposure","GCST90670545","Gut microbiome species presence (Gemmiger sp900540595, GCA_900540595.1)","taxon:gemmiger sp900540595","primary","GCST90670545","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670546","ed_2025_eur_reverse_exposure","GCST90670546","Gut microbiome species presence (Gemmiger sp900540775, GCF_018784445.1)","taxon:gemmiger sp900540775","primary","GCST90670546","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670547","ed_2025_eur_reverse_exposure","GCST90670547","Gut microbiome species presence (Lactiplantibacillus plantarum, GCF_014131735.1)","taxon:lactiplantibacillus plantarum","primary","GCST90670547","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670548","ed_2025_eur_reverse_exposure","GCST90670548","Gut microbiome species abundance (Oliverpabstia intestinalis, GCF_009696065.1)","taxon:oliverpabstia intestinalis","primary","GCST90670548","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670549","ed_2025_eur_reverse_exposure","GCST90670549","Gut microbiome species abundance (Faecalibacterium sp900758465, GCF_023347275.1)","taxon:faecalibacterium sp900758465","primary","GCST90670549","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670550","ed_2025_eur_reverse_exposure","GCST90670550","Gut microbiome species presence (Negativibacillus sp000435195, GCA_000435195.1)","taxon:negativibacillus sp000435195","primary","GCST90670550","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670551","ed_2025_eur_reverse_exposure","GCST90670551","Gut microbiome species presence (Enterocloster sp001517625, GCF_001517625.2)","taxon:enterocloster sp001517625","primary","GCST90670551","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670552","ed_2025_eur_reverse_exposure","GCST90670552","Gut microbiome species presence (CAG-628 sp003524085, GCA_003524085.1)","taxon:cag-628 sp003524085","primary","GCST90670552","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670553","ed_2025_eur_reverse_exposure","GCST90670553","Gut microbiome species presence (ER4 sp003522105, GCA_003522105.1)","taxon:er4 sp003522105","primary","GCST90670553","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670554","ed_2025_eur_reverse_exposure","GCST90670554","Gut microbiome species presence (Faecalimonas phoceensis, GCF_900104635.1)","taxon:faecalimonas phoceensis","primary","GCST90670554","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670555","ed_2025_eur_reverse_exposure","GCST90670555","Gut microbiome species abundance (Limiplasma merdipullorum, GCA_900540045.1)","taxon:limiplasma merdipullorum","primary","GCST90670555","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670556","ed_2025_eur_reverse_exposure","GCST90670556","Gut microbiome species abundance (Intestinibacter bartlettii, GCA_025148965.1)","taxon:intestinibacter bartlettii","primary","GCST90670556","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670557","ed_2025_eur_reverse_exposure","GCST90670557","Gut microbiome species abundance (Copromonas sp900066785, GCF_003478035.1)","taxon:copromonas sp900066785","primary","GCST90670557","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670558","ed_2025_eur_reverse_exposure","GCST90670558","Gut microbiome species abundance (Enterocloster sp900541315, GCA_900541315.1)","taxon:enterocloster sp900541315","primary","GCST90670558","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670559","ed_2025_eur_reverse_exposure","GCST90670559","Gut microbiome species presence (Actinomyces sp000220835, GCF_000220835.1)","taxon:actinomyces sp000220835","primary","GCST90670559","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670560","ed_2025_eur_reverse_exposure","GCST90670560","Gut microbiome species presence (Angelakisella sp900547385, GCA_900547385.1)","taxon:angelakisella sp900547385","primary","GCST90670560","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670561","ed_2025_eur_reverse_exposure","GCST90670561","Gut microbiome species presence (Butyribacter sp003524945, GCF_003478445.1)","taxon:butyribacter sp003524945","primary","GCST90670561","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670562","ed_2025_eur_reverse_exposure","GCST90670562","Gut microbiome species presence (CAG-273 sp000437855, GCA_000437855.1)","taxon:cag-273 sp000437855","primary","GCST90670562","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670563","ed_2025_eur_reverse_exposure","GCST90670563","Gut microbiome species abundance (Enterocloster bolteae, GCF_002234575.2)","taxon:enterocloster bolteae","primary","GCST90670563","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670564","ed_2025_eur_reverse_exposure","GCST90670564","Gut microbiome species presence (UBA738 sp003522945, GCA_003522945.1)","taxon:uba738 sp003522945","primary","GCST90670564","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670565","ed_2025_eur_reverse_exposure","GCST90670565","Gut microbiome species presence (Adlercreutzia equolifaciens, GCF_000478885.1)","taxon:adlercreutzia equolifaciens","primary","GCST90670565","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670566","ed_2025_eur_reverse_exposure","GCST90670566","Gut microbiome species presence (Agathobaculum sp003481705, GCF_003481705.1)","taxon:agathobaculum sp003481705","primary","GCST90670566","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670567","ed_2025_eur_reverse_exposure","GCST90670567","Gut microbiome species presence (Bifidobacterium dentium, GCF_001042595.1)","taxon:bifidobacterium dentium","primary","GCST90670567","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670568","ed_2025_eur_reverse_exposure","GCST90670568","Gut microbiome species presence (SFMI01 sp004556155, GCA_004556155.1)","taxon:sfmi01 sp004556155","primary","GCST90670568","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670569","ed_2025_eur_reverse_exposure","GCST90670569","Gut microbiome species presence (CAG-1000 sp000434555, GCA_000434555.1)","taxon:cag-1000 sp000434555","primary","GCST90670569","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670570","ed_2025_eur_reverse_exposure","GCST90670570","Gut microbiome species abundance (Clostridium A leptum, GCA_000154345.1)","taxon:clostridium a leptum","primary","GCST90670570","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670571","ed_2025_eur_reverse_exposure","GCST90670571","Gut microbiome species abundance (Scatomorpha sp900545405, GCA_900545405.1)","taxon:scatomorpha sp900545405","primary","GCST90670571","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670572","ed_2025_eur_reverse_exposure","GCST90670572","Gut microbiome species abundance (Alistipes A ihumii, GCA_025144665.1)","taxon:alistipes a ihumii","primary","GCST90670572","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670573","ed_2025_eur_reverse_exposure","GCST90670573","Gut microbiome species presence (Blautia A caecimuris, GCF_024622975.1)","taxon:blautia a caecimuris","primary","GCST90670573","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670574","ed_2025_eur_reverse_exposure","GCST90670574","Gut microbiome species presence (Eubacterium R sp003526845, GCA_003526845.1)","taxon:eubacterium r sp003526845","primary","GCST90670574","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670575","ed_2025_eur_reverse_exposure","GCST90670575","Gut microbiome species presence (Pelethousia gallinarum, GCA_900543475.1)","taxon:pelethousia gallinarum","primary","GCST90670575","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670576","ed_2025_eur_reverse_exposure","GCST90670576","Gut microbiome species presence (Phocaeicola massiliensis, GCF_000382445.1)","taxon:phocaeicola massiliensis","primary","GCST90670576","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670577","ed_2025_eur_reverse_exposure","GCST90670577","Gut microbiome species presence (Butyricimonas virosa, GCA_025148635.1)","taxon:butyricimonas virosa","primary","GCST90670577","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670578","ed_2025_eur_reverse_exposure","GCST90670578","Gut microbiome species abundance (Clostridium AQ innocuum, GCF_012317185.1)","taxon:clostridium aq innocuum","primary","GCST90670578","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670579","ed_2025_eur_reverse_exposure","GCST90670579","Gut microbiome species presence (CAG-288 sp000437395, GCA_000437395.1)","taxon:cag-288 sp000437395","primary","GCST90670579","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670580","ed_2025_eur_reverse_exposure","GCST90670580","Gut microbiome species presence (CAG-238 sp000435615, GCA_000435615.1)","taxon:cag-238 sp000435615","primary","GCST90670580","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670581","ed_2025_eur_reverse_exposure","GCST90670581","Gut microbiome species presence (Desulfovibrio fairfieldensis, GCF_001553605.1)","taxon:desulfovibrio fairfieldensis","primary","GCST90670581","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670582","ed_2025_eur_reverse_exposure","GCST90670582","Gut microbiome species presence (CAG-170 sp003516765, GCA_003516765.1)","taxon:cag-170 sp003516765","primary","GCST90670582","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670583","ed_2025_eur_reverse_exposure","GCST90670583","Gut microbiome species presence (CAG-273 sp000438355, GCA_000438355.1)","taxon:cag-273 sp000438355","primary","GCST90670583","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670584","ed_2025_eur_reverse_exposure","GCST90670584","Gut microbiome species presence (F23-B02 sp002472405, GCA_002472405.1)","taxon:f23-b02 sp002472405","primary","GCST90670584","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670585","ed_2025_eur_reverse_exposure","GCST90670585","Gut microbiome species presence (Lachnospira sp003451515, GCF_003464165.1)","taxon:lachnospira sp003451515","primary","GCST90670585","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670586","ed_2025_eur_reverse_exposure","GCST90670586","Gut microbiome species presence (UBA644 sp900547165, GCA_900547165.1)","taxon:uba644 sp900547165","primary","GCST90670586","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670587","ed_2025_eur_reverse_exposure","GCST90670587","Gut microbiome species presence (CAG-448 sp003150135, GCA_022009675.1)","taxon:cag-448 sp003150135","primary","GCST90670587","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670588","ed_2025_eur_reverse_exposure","GCST90670588","Gut microbiome species abundance (Faecalibacterium sp900539945, GCA_900539945.1)","taxon:faecalibacterium sp900539945","primary","GCST90670588","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670589","ed_2025_eur_reverse_exposure","GCST90670589","Gut microbiome species presence (Alloscardovia omnicolens, GCF_000420505.1)","taxon:alloscardovia omnicolens","primary","GCST90670589","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670590","ed_2025_eur_reverse_exposure","GCST90670590","Gut microbiome species presence (Coprococcus A catus, GCF_019734885.1)","taxon:coprococcus a catus","primary","GCST90670590","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670591","ed_2025_eur_reverse_exposure","GCST90670591","Gut microbiome species abundance (Copromonas sp000435795, GCA_014385265.1)","taxon:copromonas sp000435795","primary","GCST90670591","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670592","ed_2025_eur_reverse_exposure","GCST90670592","Gut microbiome species presence (CAG-628 sp000438415, GCA_000438415.1)","taxon:cag-628 sp000438415","primary","GCST90670592","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670593","ed_2025_eur_reverse_exposure","GCST90670593","Gut microbiome species abundance (Dorea formicigenerans, GCA_025150245.1)","taxon:dorea formicigenerans","primary","GCST90670593","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670594","ed_2025_eur_reverse_exposure","GCST90670594","Gut microbiome species abundance (Anaerobutyricum soehngenii, GCF_900209925.1)","taxon:anaerobutyricum soehngenii","primary","GCST90670594","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670595","ed_2025_eur_reverse_exposure","GCST90670595","Gut microbiome species presence (Clostridium Q symbiosum, GCF_000466485.1)","taxon:clostridium q symbiosum","primary","GCST90670595","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670596","ed_2025_eur_reverse_exposure","GCST90670596","Gut microbiome species presence (Clostridium sp000435835, GCA_000435835.1)","taxon:clostridium sp000435835","primary","GCST90670596","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670597","ed_2025_eur_reverse_exposure","GCST90670597","Gut microbiome species presence (Lacticaseibacillus paracasei, GCF_000829035.1)","taxon:lacticaseibacillus paracasei","primary","GCST90670597","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670598","ed_2025_eur_reverse_exposure","GCST90670598","Gut microbiome species presence (Limivicinus sp900547315, GCA_900547315.1)","taxon:limivicinus sp900547315","primary","GCST90670598","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670599","ed_2025_eur_reverse_exposure","GCST90670599","Gut microbiome species presence (Bacteroides eggerthii, GCA_025146565.1)","taxon:bacteroides eggerthii","primary","GCST90670599","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670600","ed_2025_eur_reverse_exposure","GCST90670600","Gut microbiome species presence (Blautia A sp003471165, GCF_003471165.1)","taxon:blautia a sp003471165","primary","GCST90670600","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670601","ed_2025_eur_reverse_exposure","GCST90670601","Gut microbiome species presence (Blautia stercoris, GCA_003481745.1)","taxon:blautia stercoris","primary","GCST90670601","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670602","ed_2025_eur_reverse_exposure","GCST90670602","Gut microbiome species abundance (Coprobacter fastidiosus, GCF_003634345.1)","taxon:coprobacter fastidiosus","primary","GCST90670602","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE
